room_type,neighbourhood,minimum_nights,calculated_host_listings_count,availability_365,price
0,64,4,2,0,320
1,103,1,1,166,99
0,8,2,1,63,150
1,8,1,1,0,250
0,25,1,5,359,89
1,10,6,3,0,275
1,19,3,2,0,187
1,21,5,1,1,100
1,8,31,3,333,200
0,6,1,1,0,71
1,6,2,1,0,120
1,21,3,3,231,229
0,19,2,1,149,140
0,19,14,1,0,90
0,20,5,1,0,65
1,12,4,1,0,119
0,37,1,7,358,35
1,25,1,2,338,200
0,6,3,2,0,55
1,12,4,1,0,200
0,6,1,6,356,100
0,8,2,1,16,85
1,10,3,1,241,135
1,7,5,8,43,199
1,114,5,1,0,200
0,20,1,5,160,45
0,19,1,2,0,130
1,44,1,1,75,90
0,6,2,1,74,79
0,28,1,1,0,250
1,11,3,1,0,350
0,20,7,1,64,59
0,61,1,2,349,65
2,2,1,1,365,200
1,79,4,1,31,119
1,11,2,1,365,295
1,49,4,1,152,190
0,21,3,1,97,50
1,23,3,1,230,145
0,23,2,1,0,160
0,14,4,1,0,68
0,12,1,1,0,70
0,24,1,2,52,35
0,85,1,3,363,63
1,19,1,2,17,90
1,29,5,1,0,100
0,44,35,10,331,47
0,13,30,25,347,48
1,2,7,1,0,100
0,6,1,1,0,55
1,6,3,1,0,120
1,29,2,1,0,275
1,11,1,1,0,207
1,23,2,1,0,150
1,68,30,39,331,200
1,12,2,1,358,160
0,12,3,1,0,80
0,15,1,10,218,39
1,16,3,1,130,150
1,43,29,96,1,225
0,12,2,1,255,65
2,43,1,1,83,299
1,8,5,1,9,199
1,19,3,1,336,200
0,7,3,1,0,150
1,2,70,1,239,100
1,149,1,5,114,255
1,28,3,1,50,145
0,2,5,1,89,78
1,12,3,1,14,217
1,20,2,1,0,114
1,6,3,1,0,145
0,6,1,1,0,42
1,39,3,1,42,140
0,23,1,3,0,118
0,8,1,1,0,75
1,14,1,1,365,333
0,13,4,3,114,230
1,8,30,11,364,2000
0,83,4,4,50,85
0,39,2,1,180,60
1,25,1,1,0,104
1,32,5,1,12,275
0,7,1,6,180,70
0,28,3,1,44,99
0,2,5,8,345,215
0,43,4,1,0,86
0,4,1,1,0,179
0,12,2,2,0,100
1,1,180,1,299,120
1,12,3,3,0,175
1,7,2,1,252,379
1,28,5,1,0,80
0,6,3,1,0,45
0,12,56,1,0,79
0,5,3,1,0,120
0,6,1,4,80,42
1,20,30,52,341,149
0,71,1,9,318,100
1,19,30,1,112,200
1,14,2,1,0,250
0,21,2,1,2,55
0,12,5,2,0,59
0,6,1,1,0,75
0,2,2,1,0,37
1,4,2,1,11,120
0,2,1,1,0,50
0,12,1,1,0,60
0,1,3,1,365,300
1,29,2,1,0,180
0,94,1,2,0,75
1,1,30,91,127,133
0,15,5,2,0,40
0,8,7,1,0,56
0,6,1,2,146,95
1,19,5,1,268,295
1,14,2,1,253,250
0,25,30,3,219,75
1,29,3,1,50,200
1,19,1,1,0,850
0,54,1,1,0,35
1,8,1,1,8,243
1,45,13,1,0,150
1,12,3,1,0,150
1,43,2,327,291,185
1,12,14,1,0,120
2,6,1,17,87,32
1,14,1,3,223,180
0,157,1,3,137,29
0,12,5,1,12,50
1,21,2,2,161,225
0,2,1,4,352,50
1,28,3,1,0,140
1,15,3,1,168,115
0,165,5,1,349,44
1,3,3,1,0,275
0,12,3,1,0,115
0,159,2,5,365,875
1,1,30,1,0,250
1,43,30,232,180,184
0,54,30,2,317,40
1,8,30,1,236,132
0,19,1,1,0,120
1,8,26,1,0,150
0,19,3,1,0,100
0,6,3,7,225,63
0,23,1,2,187,69
0,139,4,2,111,49
1,1,6,1,0,200
1,14,3,1,0,249
0,2,1,2,180,65
0,54,1,3,49,28
0,7,1,5,351,99
1,34,1,1,0,95
0,28,1,1,198,89
1,52,12,1,35,150
1,23,1,1,0,110
2,28,2,1,0,169
1,30,1,1,253,75
1,27,3,1,87,288
0,6,1,1,36,90
0,7,1,1,0,350
0,6,1,2,218,42
0,127,2,3,35,55
0,12,10,2,0,140
0,21,2,3,28,65
1,2,2,1,0,70
0,141,5,2,324,50
1,6,2,2,124,200
1,7,2,1,0,144
0,6,4,1,0,55
1,127,2,3,344,280
1,12,1,1,0,150
1,6,2,1,0,100
1,13,5,1,106,215
1,5,2,327,117,252
0,22,7,1,0,70
0,2,2,3,84,50
0,30,3,1,171,40
2,87,1,4,0,21
1,1,2,1,136,459
0,8,3,1,67,85
0,21,4,2,0,55
1,23,2,2,118,300
1,56,1,1,0,120
1,19,2,1,0,250
0,20,3,1,0,80
0,30,2,1,312,65
1,3,6,1,7,259
0,12,2,2,0,65
1,102,3,2,189,225
1,54,6,1,69,71
1,14,1,1,0,115
1,23,4,1,0,125
1,9,30,1,32,125
0,16,1,1,1,69
1,8,7,1,0,120
0,125,3,1,89,65
1,28,4,1,297,250
1,12,3,1,12,150
0,13,7,1,49,74
2,35,1,2,160,22
1,12,1,1,334,450
0,127,1,1,328,50
1,117,4,1,179,49
1,8,5,1,159,479
0,7,3,3,45,140
1,90,7,1,0,60
0,12,1,1,0,65
0,25,1,2,364,109
0,12,1,1,0,72
1,2,3,1,0,200
0,6,20,2,206,40
1,23,2,1,0,225
1,14,5,1,0,130
1,77,14,3,181,350
0,21,2,1,0,69
0,7,1,1,27,100
0,12,6,2,310,73
1,14,1,1,0,125
1,4,2,1,66,135
1,7,4,1,362,350
1,6,2,1,0,300
0,6,2,2,17,105
1,2,4,1,27,130
0,165,3,1,238,274
1,43,3,1,14,215
1,12,1,1,0,120
1,1,30,96,271,215
0,21,2,1,131,69
1,15,3,1,251,190
1,48,2,2,0,250
0,6,3,1,0,44
0,45,2,1,0,60
1,28,2,1,8,300
1,20,4,1,0,96
0,117,2,1,7,44
1,46,1,2,63,49
0,56,10,1,188,55
1,16,3,1,0,68
0,112,7,5,148,65
0,31,1,1,0,70
0,2,4,3,0,65
1,28,2,3,179,300
0,49,1,4,346,220
1,14,110,19,327,92
1,2,3,1,0,102
1,4,2,1,102,150
1,14,7,1,214,500
0,1,3,1,3,350
0,162,1,1,57,52
1,15,3,1,362,200
1,20,14,1,0,100
0,21,2,1,0,45
0,12,4,1,0,75
0,21,5,1,0,45
1,48,2,1,273,175
1,4,2,1,74,139
0,21,30,43,224,48
0,7,2,1,0,60
1,40,30,2,0,250
1,12,5,1,0,500
1,32,1,1,6,155
1,20,6,1,0,100
0,7,2,1,0,120
1,22,1,1,18,110
0,4,2,1,23,87
1,1,4,1,7,185
1,28,2,1,0,127
1,6,6,1,11,140
0,6,1,8,27,54
1,6,4,1,126,120
1,12,3,1,5,145
0,6,1,1,0,39
1,30,180,19,308,70
1,39,2,1,14,145
0,73,1,1,363,200
1,21,7,1,355,113
1,43,29,96,220,229
1,5,4,1,0,125
1,15,2,1,0,100
1,19,2,1,0,275
1,13,2,1,79,209
0,25,3,1,32,70
1,28,1,1,0,123
1,3,2,2,82,139
1,2,3,3,38,175
0,12,3,1,0,70
0,8,2,1,0,60
2,28,1,1,0,175
1,6,3,2,2,159
1,6,3,1,175,125
0,6,2,2,5,70
1,48,2,1,10,400
0,49,1,8,129,60
1,13,5,1,301,128
0,19,3,1,0,80
0,2,1,3,209,60
1,19,180,1,332,117
1,12,1,1,0,100
1,19,3,1,0,200
2,7,1,6,363,75
1,7,2,2,223,200
1,90,3,1,83,130
0,1,2,12,365,749
1,28,4,1,0,130
0,8,1,2,0,95
1,14,14,1,0,350
0,14,1,1,365,300
0,7,2,2,294,69
0,21,2,1,16,40
1,8,1,1,0,150
1,20,3,1,0,200
1,19,1,1,63,250
1,20,30,1,205,145
0,6,2,1,0,28
0,94,4,1,90,350
0,79,2,1,0,35
0,5,1,3,58,100
1,6,3,1,0,100
0,3,6,1,17,40
0,9,4,1,0,80
1,28,5,1,0,120
1,20,2,2,76,180
0,39,1,3,302,55
0,71,1,9,301,100
0,26,3,1,0,90
0,4,1,1,0,1100
0,12,1,1,0,40
1,60,2,1,90,175
1,11,1,1,177,395
1,5,2,327,111,228
0,6,14,2,45,44
1,14,4,1,48,175
0,28,5,4,272,150
0,23,1,2,151,80
0,6,2,1,250,90
0,21,1,1,89,55
1,11,4,1,0,250
1,77,2,1,0,195
1,43,2,327,341,194
1,19,2,3,18,158
1,6,5,1,52,85
1,12,1,1,0,160
1,22,2,1,0,70
0,117,2,2,0,65
2,144,7,1,365,55
1,29,4,1,83,4000
0,2,7,2,0,60
1,32,4,1,0,135
1,0,2,2,0,200
0,43,3,1,72,85
1,22,3,2,327,120
0,56,4,1,0,45
0,43,30,1,0,65
1,7,2,1,155,149
1,62,1,1,224,545
1,6,2,1,0,100
1,12,3,2,324,158
1,68,3,1,0,225
0,20,1,1,76,90
2,20,30,10,365,35
0,12,14,1,0,70
1,24,3,1,0,100
0,23,30,1,188,94
1,6,2,1,179,90
0,21,30,4,0,64
0,4,29,2,66,100
1,23,2,1,97,243
1,2,2,1,29,180
1,6,10,1,0,98
1,6,4,1,0,150
1,18,6,1,0,71
1,14,2,1,25,290
1,1,15,2,98,300
1,136,4,1,194,60
1,8,7,1,24,140
1,13,7,1,53,150
1,8,10,1,7,135
0,7,1,1,134,102
0,69,1,5,57,142
0,13,8,5,280,44
1,2,15,1,44,90
1,2,3,1,116,355
0,20,1,33,1,119
1,12,3,1,0,180
0,14,1,12,352,85
0,71,1,1,111,150
0,88,1,3,332,37
1,21,30,4,224,145
1,21,1,2,339,120
1,3,1,1,285,200
1,37,1,1,179,119
1,28,3,1,265,110
0,8,30,32,362,60
0,160,10,4,300,55
1,19,7,1,10,199
0,51,5,2,61,94
1,28,30,65,346,395
0,23,1,2,0,110
0,60,1,1,0,130
1,28,8,1,0,180
0,12,1,3,0,80
1,14,30,1,189,130
1,33,3,1,0,350
1,128,1,1,326,87
1,12,3,1,0,180
1,6,14,1,0,99
0,31,7,1,225,50
1,19,1,1,349,205
1,30,3,1,243,350
0,18,1,1,73,70
0,21,2,1,0,59
1,22,21,1,0,50
0,20,4,1,0,75
0,71,2,1,127,185
0,49,6,1,365,79
1,108,4,2,313,275
0,81,1,8,142,30
1,7,1,1,4,100
1,12,2,1,214,140
0,22,7,1,362,49
0,2,2,1,0,95
1,79,5,1,0,128
0,79,1,3,164,49
1,56,3,1,10,72
0,26,3,1,137,115
1,206,3,3,318,75
0,21,3,1,0,90
1,24,7,1,14,70
2,39,3,12,354,30
1,23,7,1,255,175
1,29,14,1,0,75
0,7,2,1,192,99
1,4,6,2,276,210
1,9,2,1,66,295
2,56,2,1,84,45
1,17,5,1,0,184
1,5,3,1,84,650
1,43,3,1,352,750
0,90,1,4,189,65
1,27,5,1,0,150
0,22,7,4,346,39
0,30,1,5,315,99
1,30,7,1,0,125
1,20,2,1,103,175
1,11,2,2,22,415
1,15,5,1,8,80
0,6,1,15,313,65
1,23,1,1,0,150
1,35,2,3,363,75
0,2,1,1,0,25
1,38,2,2,0,140
1,16,5,2,219,235
0,12,2,2,330,76
1,23,3,1,0,159
0,12,1,1,0,100
1,79,4,1,0,100
0,8,1,3,6,110
0,21,4,2,307,57
0,1,1,10,360,300
1,43,29,327,333,699
0,126,1,1,156,40
1,7,3,2,45,500
1,49,2,1,292,140
0,21,3,1,0,45
0,111,1,1,0,35
0,8,3,1,0,46
1,27,1,8,34,89
1,8,7,1,0,170
0,6,3,1,257,275
1,12,14,1,25,151
0,12,7,1,341,190
0,7,1,1,0,155
0,12,5,1,0,70
2,21,30,8,365,32
1,12,1,2,192,224
1,19,8,1,0,225
0,2,1,1,8,150
0,21,2,4,354,95
0,19,1,2,264,149
1,126,3,1,121,90
1,14,3,1,328,350
0,0,1,11,28,40
0,24,2,2,136,85
0,22,5,1,0,48
1,39,3,1,110,101
1,1,2,1,98,70
1,68,3,2,0,99
1,11,2,1,341,175
0,8,1,1,0,85
1,80,3,2,187,100
1,11,7,1,279,225
1,6,3,1,281,65
0,21,2,1,88,65
0,6,2,1,95,69
1,13,4,1,31,235
1,11,2,1,0,250
0,11,3,2,123,180
1,28,3,1,0,180
1,11,4,1,0,220
1,1,14,1,310,175
0,21,5,2,133,90
0,21,3,5,40,69
1,7,1,1,0,350
1,23,1,4,188,150
1,8,2,1,0,135
1,19,5,2,0,150
0,6,3,1,352,100
0,37,1,1,66,40
0,7,1,1,61,129
1,20,3,28,60,199
2,133,7,1,280,45
1,14,4,1,0,230
0,22,3,1,90,91
0,22,3,1,0,45
1,11,2,1,0,215
1,1,3,1,331,220
1,89,2,7,312,100
0,12,20,1,0,60
1,6,2,1,286,100
0,12,4,1,5,65
0,2,1,2,0,150
1,12,4,1,0,169
0,28,2,2,345,150
1,14,4,1,0,219
0,4,1,2,365,150
1,56,1,1,0,120
1,8,4,2,0,150
0,39,7,1,337,33
1,16,4,1,13,175
1,2,5,1,0,129
1,6,3,1,0,100
1,17,3,1,65,125
0,6,2,2,310,65
1,8,3,2,0,110
1,20,3,28,60,199
1,12,6,1,0,80
0,29,15,1,0,50
1,28,2,1,0,185
0,28,1,1,0,95
0,2,5,1,0,43
1,12,2,1,26,350
0,83,1,3,339,75
0,21,2,1,310,52
0,8,3,1,0,55
1,21,2,1,302,135
1,19,2,1,220,219
1,28,30,16,340,135
1,14,1,1,6,200
1,20,1,1,0,150
0,79,1,5,66,29
1,79,4,2,137,99
1,33,1,2,179,68
1,5,30,49,311,297
0,29,7,4,204,97
0,1,2,1,0,395
1,68,2,1,12,190
1,23,30,9,263,110
1,14,7,1,81,310
0,20,1,2,0,125
0,34,1,8,364,160
1,11,30,1,14,233
0,22,30,2,365,65
1,6,1,1,0,120
0,24,2,1,0,51
1,12,7,1,189,120
0,23,1,1,0,180
1,56,6,1,306,98
0,20,1,1,0,75
0,8,29,1,241,85
0,12,1,1,215,72
0,1,1,1,0,99
1,23,30,9,227,105
2,31,2,1,89,65
1,19,2,2,169,300
0,56,3,2,0,100
1,38,2,1,4,169
0,150,1,1,8,39
0,8,5,2,104,95
0,12,1,1,200,95
1,43,29,96,325,159
0,2,3,1,280,65
0,111,3,4,89,50
1,12,4,1,4,90
1,8,2,1,2,295
1,6,1,1,0,148
0,54,7,9,126,32
0,12,3,1,0,42
1,14,31,1,165,99
1,79,5,1,0,359
1,8,6,1,0,150
0,84,28,3,312,35
0,71,3,2,0,210
1,6,3,1,365,275
0,14,2,1,274,149
1,112,5,1,188,239
1,32,1,1,0,100
0,28,1,4,221,89
0,30,3,1,13,51
1,15,1,3,364,450
1,68,2,1,0,100
1,15,2,1,264,110
1,24,5,1,0,45
0,21,2,5,361,80
0,8,2,1,54,94
1,28,2,1,233,175
0,54,6,1,100,50
1,21,6,2,161,249
1,6,2,1,179,250
0,12,4,3,0,94
0,6,2,7,150,77
0,12,5,1,156,425
1,19,3,1,232,220
1,1,30,52,342,95
0,46,3,1,0,45
0,95,1,1,363,110
1,1,4,49,80,956
0,111,1,7,326,55
0,15,2,2,66,70
1,14,7,1,8,250
1,12,14,1,38,300
0,1,4,1,0,350
0,2,1,2,0,75
1,1,1,17,162,137
0,38,1,1,264,99
1,106,2,1,76,150
0,0,5,1,0,38
1,90,9,3,3,120
1,6,5,3,194,250
1,12,1,1,0,120
0,19,2,2,0,85
1,56,4,2,89,450
0,45,1,1,13,80
0,4,2,6,0,90
1,15,2,1,0,155
1,26,4,1,34,260
1,15,30,1,0,160
0,21,3,3,169,80
1,15,3,1,46,350
0,21,1,1,0,52
1,20,1,4,63,460
0,21,1,1,0,45
0,21,1,2,0,38
0,53,15,12,125,83
0,3,2,3,361,79
1,6,2,1,0,120
1,12,2,1,351,395
1,63,2,1,89,150
0,2,2,4,1,58
0,20,2,2,85,60
1,5,30,14,210,180
1,29,3,2,188,200
0,6,3,1,0,75
0,2,100,1,88,150
0,4,2,1,11,76
0,2,2,1,0,79
1,1,30,49,364,205
0,181,1,4,11,35
0,19,2,1,0,150
1,1,4,1,0,190
0,12,2,2,20,90
0,6,50,1,0,30
0,13,2,1,0,65
0,12,1,1,0,70
1,6,3,2,47,99
1,21,31,1,0,80
0,39,1,8,250,129
1,11,9,1,0,180
1,19,3,2,342,350
1,28,30,91,319,150
0,3,3,2,179,59
1,48,3,1,112,250
1,8,5,1,0,600
0,45,1,1,0,90
1,19,7,1,0,132
1,15,5,1,0,80
1,19,2,1,0,133
1,8,10,1,0,120
0,43,3,1,0,90
0,12,1,2,16,92
1,56,30,5,235,105
0,2,30,7,360,89
1,19,5,1,0,200
0,103,2,1,79,53
1,26,2,1,0,175
0,19,2,1,81,139
0,12,2,1,0,150
2,6,1,34,365,38
0,6,1,1,0,80
0,172,7,1,357,31
0,21,2,1,0,50
1,71,1,1,360,325
0,21,2,1,0,75
0,103,1,2,0,44
2,81,1,2,260,21
0,183,1,1,365,160
0,21,2,1,32,50
1,18,21,1,156,70
1,21,2,1,194,65
1,1,7,1,0,119
0,22,14,1,0,70
0,6,2,2,0,80
1,48,2,2,0,350
1,15,1,1,48,185
0,12,1,1,0,125
0,2,3,1,0,45
0,41,2,1,336,100
0,12,1,1,0,46
2,39,1,1,5,50
0,54,2,4,354,110
1,7,30,4,0,125
1,6,3,1,1,90
1,18,14,1,13,120
1,14,6,1,41,349
0,9,5,3,0,120
1,61,1,2,292,25
0,13,4,1,0,50
1,6,4,1,201,83
0,14,2,2,254,170
1,8,7,1,0,160
1,9,1,4,0,215
1,6,6,1,4,110
0,56,30,103,215,60
1,8,30,8,125,140
0,2,2,4,97,62
1,11,3,1,168,200
0,68,1,2,0,189
0,56,2,1,0,75
0,21,3,1,0,95
0,30,3,1,173,70
1,1,2,1,0,300
0,6,3,1,0,35
0,8,1,1,0,35
1,0,3,1,9,395
1,2,3,1,4,70
0,19,30,2,0,76
1,12,2,2,23,160
1,19,30,232,334,271
1,46,2,1,332,10
0,20,3,1,0,125
0,2,5,8,332,54
1,117,1,1,0,125
0,6,5,1,0,35
1,12,4,1,0,125
1,19,5,1,0,120
0,6,30,2,362,65
0,25,1,1,0,60
2,14,2,1,231,75
1,2,3,1,119,125
1,2,4,1,204,300
1,28,5,1,0,150
1,32,7,1,0,275
1,45,14,1,0,80
0,8,1,1,0,70
1,24,6,1,155,125
1,23,2,1,245,341
0,101,1,7,348,100
1,28,1,1,0,130
1,12,7,1,0,90
1,79,2,1,0,102
0,25,2,2,89,120
1,9,2,1,5,148
0,118,1,1,0,45
1,3,2,2,100,104
0,147,2,2,0,40
0,21,4,2,22,60
2,5,1,1,0,200
1,7,1,1,0,95
1,27,5,2,321,500
1,1,7,1,203,170
1,38,4,1,0,120
1,16,4,1,5,200
1,12,4,1,0,60
0,21,1,3,0,55
1,20,2,1,0,175
1,8,7,1,0,125
1,0,1,1,0,115
1,56,1,1,0,75
1,28,2,1,156,495
0,8,2,1,0,100
0,37,2,2,82,78
0,12,2,1,143,99
0,52,7,1,2,150
0,21,1,6,6,38
1,81,2,1,0,229
1,15,2,1,107,110
0,15,4,1,0,95
0,2,7,1,156,69
1,5,30,23,343,190
0,2,3,1,46,65
0,84,3,2,355,42
2,6,1,1,0,40
2,7,1,6,167,75
0,21,2,1,364,72
0,12,7,5,364,200
0,12,7,1,0,38
1,12,2,1,169,230
1,21,30,1,360,170
1,20,5,1,0,149
1,77,6,1,55,169
1,1,2,4,0,149
0,79,1,1,0,150
0,75,5,2,55,68
2,8,1,1,0,85
0,51,2,2,142,100
0,6,1,2,87,70
1,70,1,1,175,300
1,34,5,1,0,159
1,15,1,1,140,114
0,7,2,1,0,140
0,4,2,1,0,75
1,43,2,327,318,194
1,13,2,1,15,200
0,19,2,1,306,85
1,8,30,25,313,290
0,53,5,3,0,150
1,14,6,2,0,149
1,45,7,1,0,186
0,84,7,2,365,50
1,25,2,2,303,283
1,1,2,1,117,195
1,77,2,1,18,157
0,49,2,1,15,70
0,37,1,5,79,48
0,71,4,1,65,149
0,23,2,2,6,66
1,52,2,1,169,210
1,5,3,1,249,190
0,7,10,1,0,69
1,8,30,25,288,300
1,50,4,1,0,249
1,25,2,1,0,99
1,4,3,1,0,150
1,10,2,1,308,175
0,43,2,1,0,95
1,12,2,1,144,105
1,52,1,1,258,275
1,43,2,327,309,234
1,70,3,2,112,100
0,25,25,3,0,40
1,1,1,1,0,175
0,13,2,2,321,110
0,70,1,1,89,120
1,11,2,1,0,170
1,12,1,1,0,95
1,54,90,1,156,80
1,11,2,1,66,200
1,15,4,1,23,99
1,11,2,5,79,175
0,25,2,1,270,96
1,10,3,1,5,155
1,6,5,1,160,150
1,1,30,91,310,142
0,84,4,1,58,34
0,21,1,1,2,50
1,28,2,1,228,140
1,45,2,1,0,189
1,6,2,1,54,95
1,15,2,1,6,89
1,11,4,1,0,175
0,4,30,103,216,34
1,2,1,2,73,201
1,11,4,1,0,144
0,4,1,1,0,55
1,24,30,1,0,200
1,68,1,1,324,287
2,2,1,1,60,90
0,13,30,25,67,48
0,21,2,1,0,40
1,68,14,1,0,200
0,21,2,1,0,100
1,19,7,1,27,185
0,126,3,6,256,169
0,12,5,2,0,99
0,6,3,1,73,93
0,6,1,3,146,55
1,31,3,3,289,120
1,121,2,2,0,150
1,15,2,1,0,120
1,6,2,1,0,60
1,14,3,1,77,500
1,8,1,1,0,120
0,99,3,1,87,75
1,12,8,1,78,250
1,43,3,1,37,199
0,81,2,2,2,85
0,81,6,5,253,55
1,7,3,1,1,160
0,34,1,1,0,100
1,19,1,1,0,190
0,1,10,2,89,150
0,4,7,1,0,75
0,1,6,1,0,72
1,26,30,52,365,84
1,11,3,1,88,289
1,71,3,1,265,480
1,14,2,1,288,200
2,67,11,12,0,24
0,12,14,1,0,105
0,2,1,1,365,250
0,3,2,3,318,89
1,12,3,1,2,100
1,6,1,2,0,100
1,8,3,1,42,175
0,83,28,2,0,68
0,12,6,2,89,99
0,7,1,2,19,106
0,4,1,1,0,85
0,18,2,2,76,65
0,30,2,1,0,28
0,28,3,2,275,100
1,7,30,91,345,117
1,28,2,1,0,160
0,1,1,5,349,358
0,70,3,2,364,65
1,4,4,1,0,150
1,8,3,1,0,149
0,2,3,3,177,90
1,126,2,1,245,100
1,54,3,3,86,74
1,5,4,1,0,250
1,173,2,1,36,175
1,21,1,1,305,89
1,5,1,1,176,229
1,27,2,3,126,550
0,6,3,1,0,76
1,96,30,1,18,107
0,12,1,1,0,65
0,6,2,4,0,52
1,3,3,1,0,350
1,12,6,1,1,120
1,6,3,2,52,99
1,6,3,1,0,75
0,21,1,1,13,39
1,6,2,1,218,155
1,103,2,1,302,145
0,10,2,2,0,88
1,21,90,1,330,110
1,19,1,2,17,110
0,44,2,1,341,75
0,15,3,1,0,60
1,14,90,65,364,382
1,2,2,1,0,100
1,2,5,2,0,150
0,24,1,4,37,40
2,7,1,3,362,59
0,8,30,4,210,55
0,31,1,1,0,59
0,2,3,6,365,145
1,83,2,2,0,199
1,28,30,121,333,269
1,30,2,1,122,140
1,12,7,1,0,145
1,1,1,4,4,840
1,81,30,1,342,178
0,54,3,3,272,35
1,33,2,2,85,150
1,19,10,1,281,160
0,21,7,3,25,75
1,33,31,1,305,275
1,11,3,1,0,175
0,49,1,1,167,75
0,21,3,3,276,45
1,23,1,1,0,140
0,1,1,6,271,100
0,8,1,1,42,80
1,24,5,1,0,50
0,46,1,4,125,80
1,2,6,2,108,90
0,12,3,2,5,42
1,14,1,1,260,200
1,30,5,2,0,155
0,177,5,1,175,60
1,31,2,1,17,95
0,8,1,1,151,180
0,30,3,2,81,60
1,7,30,232,228,267
0,23,1,3,93,135
0,1,30,1,363,975
1,16,2,1,243,125
0,22,1,2,48,62
1,37,5,7,139,398
0,70,2,2,329,48
0,44,1,3,179,69
0,23,2,1,0,100
0,21,14,1,0,50
1,15,4,2,82,90
0,12,3,3,90,130
0,37,2,4,314,60
0,13,3,3,0,120
1,8,5,1,346,279
1,68,5,1,266,700
1,11,105,2,85,217
0,8,14,1,0,60
0,21,3,2,23,55
1,129,3,6,8,145
1,84,3,3,351,90
0,19,1,2,124,100
1,21,2,2,0,299
1,123,2,1,244,85
1,34,1,2,350,225
1,44,30,1,220,80
1,5,3,1,0,350
1,6,30,3,171,130
1,15,3,9,72,199
1,6,3,1,49,130
0,21,14,1,129,50
0,0,1,1,343,48
0,21,3,1,46,74
1,12,2,1,353,350
1,2,7,1,178,200
1,127,3,4,358,95
1,6,2,1,8,95
1,23,4,1,0,200
1,43,1,1,0,180
0,49,6,8,365,50
0,15,2,1,30,90
1,21,2,1,238,120
1,10,3,3,125,280
1,14,2,1,0,325
0,15,3,2,95,78
0,216,10,3,89,40
1,14,3,2,179,650
0,152,14,1,341,60
1,23,2,1,0,102
1,7,4,1,143,176
1,14,5,1,328,140
0,44,1,1,0,75
1,21,20,1,127,150
1,11,30,2,309,130
1,1,30,14,329,300
0,48,2,1,0,75
0,10,3,3,28,78
0,15,2,3,365,69
1,32,3,1,323,600
0,25,5,1,0,70
0,39,2,1,65,75
0,25,1,6,360,71
0,28,2,6,351,500
0,58,2,13,364,75
1,28,3,1,4,123
0,11,100,1,270,2850
0,12,3,1,0,80
1,11,2,1,16,350
1,12,2,1,49,327
0,19,2,2,342,100
0,2,5,2,0,69
1,46,1,1,78,100
0,162,2,4,280,55
1,7,3,2,0,375
2,39,1,1,157,30
1,7,7,1,184,199
0,26,6,1,0,100
1,79,4,1,0,75
1,33,1,1,0,150
1,6,2,1,309,149
0,8,1,1,0,115
0,28,25,10,284,49
1,34,2,1,285,495
1,19,17,1,0,99
1,52,3,2,178,299
1,15,30,1,277,180
1,45,2,1,0,132
1,28,6,1,0,150
1,23,7,1,0,125
0,15,4,1,68,88
0,12,3,1,0,99
0,2,1,1,0,45
0,15,1,1,81,46
1,3,3,1,0,110
1,54,7,1,343,159
1,43,2,1,295,180
0,4,1,1,365,110
1,52,42,1,91,90
1,23,3,1,147,160
1,12,5,1,78,320
0,2,1,2,37,41
1,52,3,1,0,220
1,7,30,5,337,95
0,21,7,2,0,46
0,20,2,2,165,195
0,4,3,6,42,116
0,6,5,1,0,60
1,23,1,1,28,313
0,28,3,1,322,78
2,89,3,7,37,95
1,28,5,1,0,240
1,12,10,1,0,280
1,103,3,1,300,120
0,35,2,3,311,49
1,30,5,3,37,150
0,8,7,1,0,95
1,6,1,1,83,240
0,21,30,4,364,80
1,13,4,1,0,90
1,5,2,1,0,135
1,4,2,1,180,300
1,52,1,1,0,800
1,43,29,96,31,185
1,1,4,2,317,182
0,20,2,1,0,80
0,6,1,3,141,76
0,25,1,1,1,100
0,12,14,1,0,55
1,8,2,1,0,150
1,68,3,1,25,180
1,28,1,1,0,275
2,6,2,34,343,39
0,45,1,1,0,80
1,1,2,1,131,260
1,64,4,1,347,250
0,6,5,1,89,51
1,21,3,2,191,147
1,6,10,2,185,150
1,14,1,1,122,269
0,7,2,3,252,99
1,53,30,91,312,150
1,10,2,1,14,175
1,84,30,6,170,75
1,43,7,1,0,160
1,129,4,1,0,50
0,79,1,2,177,185
1,117,1,1,81,115
0,22,1,1,0,55
0,8,7,1,362,120
1,28,1,1,164,450
0,2,1,5,0,100
1,100,2,1,224,84
1,24,2,4,345,140
0,25,1,9,285,55
1,28,3,1,277,800
1,19,30,9,338,120
1,43,2,327,338,416
0,19,3,1,0,70
1,15,2,2,269,165
0,7,1,1,42,125
1,27,2,1,0,164
0,1,1,2,365,285
2,21,30,6,330,32
0,7,3,1,0,99
1,44,1,1,0,65
0,12,2,1,0,100
0,37,1,7,79,55
1,48,7,1,219,350
0,111,2,3,139,45
2,81,2,3,365,65
0,12,3,1,365,175
1,7,30,7,365,140
0,44,7,3,0,42
0,20,6,2,54,109
0,8,1,3,19,76
0,49,1,3,20,65
0,136,2,1,0,25
0,4,1,1,64,66
0,90,1,1,156,55
1,24,1,1,0,165
0,15,2,1,98,65
1,1,2,1,235,139
0,12,2,1,42,80
1,14,6,1,304,218
0,20,5,2,0,125
1,2,5,1,0,80
