room_type,neighbourhood,minimum_nights,calculated_host_listings_count,availability_365,price
0,16,2,4,0,135
0,52,2,1,48,150
0,2,1,1,0,46
1,20,3,1,3,80
1,2,3,1,247,295
1,21,1,1,0,120
1,7,1,1,0,180
1,14,2,1,0,161
0,30,2,1,0,65
0,73,3,3,354,73
0,23,1,1,0,112
1,23,5,1,78,200
0,0,25,1,0,31
0,184,30,43,306,43
1,28,5,1,2,125
0,30,2,1,90,95
0,2,30,6,304,50
0,28,5,2,118,80
1,12,1,1,221,125
1,8,3,1,2,160
1,8,2,1,0,175
1,27,2,1,247,162
1,8,2,1,16,260
0,22,2,6,260,40
1,23,5,1,40,137
0,2,30,1,15,68
0,79,3,1,0,32
1,34,10,1,0,102
0,6,3,1,0,49
1,2,2,2,193,80
0,8,2,2,0,100
1,23,3,1,226,180
1,27,10,1,55,165
1,14,3,1,155,299
1,33,10,1,0,110
1,155,1,2,329,275
0,81,29,5,32,40
0,20,1,1,160,195
1,16,5,1,31,125
0,2,1,1,81,65
0,2,1,2,128,45
0,15,4,1,0,50
0,21,30,103,186,41
0,15,1,2,177,120
1,4,6,2,251,200
0,76,2,4,236,39
1,6,1,2,0,80
0,81,2,2,177,70
0,23,4,3,102,98
0,12,10,1,78,250
2,21,1,1,157,30
1,10,30,2,192,120
0,21,1,1,0,65
1,6,5,1,0,115
0,30,7,2,0,55
0,24,3,1,0,50
1,54,2,1,236,195
0,37,1,8,76,60
0,21,1,2,0,25
1,125,2,2,281,180
1,28,30,1,269,150
1,45,5,1,0,120
1,28,5,1,20,105
1,4,2,1,0,106
1,64,1,1,0,350
1,9,2,1,78,190
0,21,3,1,0,96
1,23,3,1,228,140
1,8,4,1,345,450
1,17,1,1,0,100
1,28,1,1,0,550
0,79,2,1,340,55
0,25,1,2,93,99
0,45,14,1,0,68
1,1,30,14,365,190
0,56,30,103,242,48
0,6,1,1,0,38
1,8,2,1,0,220
0,2,1,5,244,174
0,28,1,1,353,109
0,12,3,2,89,60
1,67,4,3,173,200
1,19,2,1,0,174
0,37,2,1,0,55
0,2,7,1,0,35
1,44,3,2,50,60
1,127,2,1,360,75
0,20,1,1,0,49
0,2,2,4,238,80
1,24,5,2,281,92
0,2,5,1,0,40
1,22,1,1,0,100
0,22,1,1,0,75
0,12,1,1,17,80
1,49,6,2,7,65
0,2,2,2,355,85
1,52,30,39,275,150
1,19,2,1,58,305
1,21,1,1,0,130
0,6,1,3,65,200
1,163,30,1,205,91
1,1,2,11,173,276
1,2,3,1,207,150
1,20,3,1,205,200
1,81,2,1,298,300
1,68,6,1,177,325
0,12,2,1,0,50
0,12,1,3,353,135
0,13,1,2,329,67
0,103,1,2,145,40
0,21,2,1,14,80
0,5,30,50,364,222
1,5,1,1,185,165
0,23,2,1,165,95
0,12,3,1,152,101
0,19,7,2,42,60
0,2,1,2,0,83
0,37,1,1,39,48
1,28,3,2,0,400
0,82,1,2,351,45
1,7,1,1,116,175
1,62,2,2,0,86
0,44,30,23,335,34
0,3,1,1,248,99
0,12,2,1,58,100
1,12,3,1,0,170
0,21,2,1,36,55
1,100,2,1,353,110
0,8,6,1,0,95
0,12,2,1,0,115
1,8,3,1,341,349
1,8,6,1,0,137
0,8,14,1,87,99
0,62,2,1,365,113
1,19,2,1,0,200
1,7,30,121,185,499
0,12,2,1,356,80
1,1,5,1,124,350
1,21,1,1,35,100
1,13,5,1,301,355
0,19,3,3,12,110
1,28,2,11,354,140
0,8,14,1,0,95
0,2,1,1,0,95
1,113,2,1,0,150
0,9,4,1,0,80
1,7,29,327,332,189
0,1,1,3,311,110
1,30,3,1,6,90
0,4,4,1,72,85
2,67,7,6,343,25
1,11,5,1,0,200
0,106,1,1,0,150
1,1,31,1,365,285
1,50,1,1,0,200
0,12,2,2,0,90
0,6,2,1,0,65
0,22,2,4,189,59
0,12,1,1,0,65
0,7,1,3,36,90
1,3,2,1,44,195
0,2,28,3,365,70
1,7,60,1,76,115
1,2,1,1,0,225
0,44,2,4,128,44
0,4,3,3,212,125
1,71,29,327,331,207
1,43,2,327,356,227
1,8,30,1,280,130
0,8,2,1,363,97
0,106,1,5,361,95
1,14,4,1,0,325
1,15,2,1,32,105
0,85,4,1,365,400
0,8,3,1,0,39
1,3,14,2,179,165
1,6,1,1,82,148
1,56,2,1,175,180
0,15,30,1,281,55
0,30,2,1,0,80
1,90,1,1,312,90
1,6,2,1,266,190
0,1,3,1,8,185
1,43,2,327,340,235
1,8,15,1,0,70
1,15,2,3,175,169
1,26,25,1,54,100
0,90,1,1,311,50
1,56,17,1,0,101
1,12,2,1,0,299
1,21,1,2,0,79
0,4,3,2,0,55
1,113,1,1,0,175
0,24,4,1,73,55
2,7,1,5,23,95
0,6,2,2,88,75
0,21,2,2,263,84
0,2,1,1,0,55
1,15,5,2,364,150
0,2,14,4,0,46
0,85,2,1,0,65
1,8,30,96,244,140
0,3,2,1,0,65
1,7,1,1,163,120
1,14,30,232,359,314
1,6,2,3,299,150
1,112,2,1,41,120
1,127,30,1,0,80
1,5,30,50,365,150
0,21,3,4,312,45
0,6,30,27,358,42
0,52,2,2,265,119
0,4,4,1,45,82
1,6,1,1,0,90
0,169,14,4,340,59
0,28,1,2,98,95
1,31,1,2,0,50
0,21,1,1,0,45
1,88,2,1,173,309
0,68,7,1,0,150
0,12,5,3,4,70
0,28,1,2,0,80
0,6,2,4,189,200
1,12,5,1,0,165
1,43,12,1,0,105
0,31,2,3,90,155
0,2,60,6,210,55
1,12,2,1,10,180
1,15,2,1,58,300
0,6,2,7,71,72
2,46,1,1,353,39
0,2,2,1,8,80
0,106,1,5,361,149
1,54,4,2,282,115
0,2,1,1,0,50
1,11,27,1,0,200
1,31,2,1,263,125
1,19,30,232,43,285
1,56,1,1,33,100
0,28,2,3,351,120
0,15,3,1,0,30
1,52,1,1,192,300
0,12,1,1,0,67
0,110,1,4,360,35
0,21,1,1,0,45
0,20,2,3,282,50
0,22,3,1,131,40
1,1,1,17,221,163
1,4,1,1,0,164
0,8,1,2,188,75
0,12,5,2,10,68
0,23,2,1,0,64
0,21,10,1,0,59
1,8,3,1,10,143
2,116,2,2,34,35
1,8,2,1,5,119
1,2,30,1,0,85
1,9,2,1,261,180
1,10,5,1,74,285
1,4,2,1,34,120
1,7,2,1,150,195
1,2,2,1,0,105
0,22,1,2,250,91
1,30,1,1,170,90
1,14,4,1,79,375
0,64,3,1,55,100
1,20,3,1,0,215
0,33,1,1,0,50
1,28,2,1,0,250
1,24,3,1,0,104
0,38,1,4,5,72
0,133,2,2,0,65
1,70,1,6,177,249
0,67,3,2,40,70
0,7,1,1,365,175
1,27,3,1,28,200
1,9,5,1,165,155
0,19,1,2,0,75
1,6,3,1,25,100
0,22,2,1,1,60
1,15,7,1,0,100
0,27,1,1,0,75
0,84,3,3,321,65
1,21,3,2,2,90
1,2,3,1,0,100
1,37,30,15,303,120
0,52,7,1,15,200
0,12,2,1,188,90
1,33,4,1,15,115
0,34,7,1,0,100
0,12,1,1,0,55
1,1,3,3,89,350
1,137,4,1,19,99
0,6,3,1,0,475
0,2,4,2,0,70
1,103,1,2,141,99
1,24,4,1,312,93
1,21,1,1,296,201
1,123,3,1,6,100
0,43,3,2,0,150
1,121,3,1,104,65
0,12,1,3,364,150
0,83,3,1,5,46
0,21,2,5,202,50
1,70,6,1,0,75
1,46,1,1,307,96
0,15,1,1,0,45
0,7,1,1,134,120
0,12,1,4,0,100
1,19,7,1,56,187
1,50,7,1,0,150
0,20,2,2,6,65
0,12,4,2,0,100
0,81,1,1,33,89
1,14,14,1,88,250
0,19,4,1,48,50
0,24,3,1,331,80
0,70,2,4,353,85
1,1,1,1,270,170
0,136,1,1,0,35
1,113,3,1,0,200
0,6,1,7,59,79
1,15,1,1,0,110
1,33,4,2,0,175
1,71,30,121,306,139
1,19,4,1,0,120
0,27,3,1,363,100
0,18,5,9,323,180
0,13,30,25,322,48
1,3,3,1,0,75
1,27,10,1,33,500
0,111,1,8,0,40
1,12,30,1,321,100
1,193,6,1,297,149
0,2,2,2,0,75
0,12,30,2,190,60
1,6,1,1,39,100
0,14,2,4,316,150
0,4,1,3,306,80
0,6,2,1,0,56
0,20,7,1,16,150
0,2,1,1,101,65
1,37,3,1,40,245
0,23,1,1,0,47
1,2,1,1,0,157
0,2,3,1,6,71
0,22,10,2,0,31
1,1,1,2,0,200
1,26,1,1,0,749
0,87,1,10,127,70
1,2,4,3,310,145
1,12,6,1,49,200
1,28,5,1,0,400
1,22,7,1,16,190
1,56,2,1,255,122
1,8,5,1,27,151
1,25,3,1,0,76
0,172,3,1,172,69
1,16,2,1,0,125
1,15,3,1,23,107
0,7,2,4,95,125
1,18,3,1,0,85
0,54,1,2,0,50
0,8,1,2,188,85
0,21,2,1,0,50
1,21,3,1,26,82
1,26,3,1,261,120
1,19,4,1,0,200
0,23,1,2,11,120
1,18,15,1,0,100
1,19,2,1,0,150
0,15,1,1,0,45
0,2,1,1,59,150
1,6,2,1,142,67
0,20,7,1,0,60
1,21,30,26,31,121
1,12,4,1,0,100
0,6,4,1,179,150
1,2,5,1,362,155
0,12,1,2,192,83
1,28,3,1,4,125
0,25,3,2,3,55
0,2,2,2,64,50
1,39,30,2,357,95
1,19,4,1,0,500
0,26,7,1,332,117
1,206,3,3,333,72
0,30,15,1,307,85
1,28,1,7,352,249
0,21,1,3,105,53
1,23,1,1,0,125
1,43,29,96,322,227
0,64,30,5,137,67
1,12,7,1,263,163
1,28,1,1,0,200
1,14,1,1,0,215
1,2,4,1,4,299
0,28,9,3,160,122
1,28,5,1,164,199
0,14,1,1,33,57
0,9,4,1,89,87
1,14,5,2,14,120
0,45,6,1,252,175
0,21,14,1,0,27
1,12,2,1,288,161
0,12,2,2,264,75
0,152,1,1,89,70
1,54,5,2,8,250
0,2,30,1,183,60
1,6,3,5,363,155
1,2,2,2,16,85
1,1,30,4,339,105
1,19,4,1,0,300
0,4,3,1,0,100
0,22,2,1,155,60
0,2,5,6,24,42
0,2,2,1,0,70
1,37,1,6,265,229
0,20,2,1,0,70
1,14,3,1,0,109
0,12,7,1,3,60
0,21,5,1,341,40
1,12,2,1,257,370
0,6,15,5,343,36
1,1,2,1,257,245
0,7,1,3,179,99
1,43,30,6,317,175
1,8,30,25,0,200
0,25,2,1,112,110
1,15,4,1,13,110
0,56,2,3,67,69
0,31,10,1,0,40
0,2,1,1,0,40
1,26,30,91,342,142
0,100,1,2,126,55
0,8,5,1,66,90
0,4,1,1,12,89
1,71,10,1,0,250
0,12,2,3,0,50
1,20,8,1,0,98
0,2,2,1,55,80
1,17,2,2,230,195
1,19,3,1,361,450
0,23,1,3,274,150
0,30,2,1,280,32
1,7,3,1,0,160
1,7,2,1,304,700
0,144,3,2,0,59
1,6,5,1,112,365
1,114,4,1,290,117
1,81,6,1,0,75
1,5,3,1,270,175
1,7,2,1,212,250
1,14,2,1,9,225
1,20,90,1,35,109
0,19,3,1,9,80
0,12,999,6,249,79
1,0,5,1,34,250
0,4,4,1,80,70
1,12,3,1,0,99
0,9,3,1,238,80
1,79,3,1,131,95
1,19,2,1,27,190
1,61,1,3,0,175
1,26,30,52,342,100
2,39,3,12,360,30
0,21,1,1,341,100
1,1,30,4,151,350
0,81,1,1,0,85
0,8,3,2,158,110
0,12,2,1,0,85
1,6,7,1,13,103
0,39,1,1,0,50
0,21,4,1,0,65
1,49,4,1,0,70
0,12,21,2,96,100
0,25,3,1,0,80
0,124,2,2,152,47
1,21,5,1,5,80
0,12,2,1,0,72
0,12,1,1,0,99
1,28,30,232,157,255
1,28,1,1,0,200
0,12,2,1,0,120
1,11,5,1,180,385
0,44,2,1,0,60
1,160,2,1,354,248
0,34,7,1,0,64
1,1,30,12,267,150
1,19,1,1,352,349
0,20,1,1,0,63
1,32,3,1,67,800
0,45,60,1,365,1200
1,138,30,1,55,90
1,8,30,2,135,150
0,21,1,2,0,52
0,20,3,1,65,100
1,8,4,1,9,85
1,1,1,6,365,750
0,21,30,1,197,45
1,15,5,1,0,250
1,24,4,1,110,130
0,15,1,1,0,80
1,6,2,1,22,150
1,8,4,3,0,460
1,28,3,1,84,135
2,12,1,2,56,38
0,145,2,1,312,60
0,31,30,37,0,33
0,15,10,1,0,40
1,14,2,1,221,450
0,79,2,1,0,38
1,118,1,1,212,69
0,6,28,1,197,40
1,12,2,5,32,249
1,28,2,1,0,126
0,6,1,4,358,89
0,8,3,1,246,250
0,30,4,1,0,80
0,1,14,1,21,110
1,96,3,1,0,140
1,106,3,1,318,299
1,44,1,1,2,150
1,19,3,1,0,166
0,12,5,1,66,120
2,4,1,7,90,45
1,28,2,1,0,325
1,6,1,2,307,150
1,6,3,1,0,50
1,14,3,1,0,150
0,30,1,2,0,52
0,15,1,1,0,60
0,19,7,1,0,51
1,12,2,1,7,172
1,37,2,6,256,369
1,2,2,1,115,105
0,6,1,6,164,55
0,21,2,2,0,80
0,64,2,1,0,80
0,28,1,1,0,125
1,6,10,2,0,165
0,6,1,2,144,50
1,28,2,1,57,180
1,43,2,327,323,431
1,6,5,2,364,200
1,1,2,1,253,249
1,12,4,1,0,95
1,12,1,1,43,375
1,49,5,1,365,83
1,30,1,6,40,96
0,1,1,11,176,399
0,66,2,4,70,44
0,10,3,2,0,45
1,23,30,9,151,180
1,38,2,1,0,120
1,22,3,1,27,436
1,1,4,1,0,140
0,56,5,1,5,53
0,9,1,1,0,180
1,19,2,1,6,180
1,7,2,1,1,115
0,19,1,1,0,155
1,24,2,1,0,68
0,35,1,1,365,40
2,63,1,1,125,60
0,12,1,2,365,157
1,6,2,2,218,215
1,14,5,1,60,250
1,64,1,8,3,89
0,8,1,1,0,65
0,79,1,3,361,55
0,49,2,2,232,70
1,1,3,1,306,299
1,7,3,1,218,399
2,2,1,3,4,34
0,2,16,1,0,49
1,12,7,1,0,160
1,28,30,65,364,210
0,49,2,1,171,50
0,15,2,3,84,99
1,14,2,1,129,149
0,6,1,2,260,95
1,21,4,1,0,98
0,83,1,1,0,120
0,4,30,9,312,60
1,26,3,1,64,294
1,7,30,20,263,130
1,12,2,1,177,150
1,19,7,1,15,135
0,16,1,1,0,100
1,8,1,1,22,199
1,117,3,1,0,50
0,6,2,2,249,65
1,1,2,1,0,160
0,6,30,4,357,65
0,19,4,1,346,70
1,27,5,1,365,285
0,12,1,1,354,45
1,2,3,1,166,125
1,32,2,1,30,188
0,12,13,1,0,55
1,53,1,1,229,250
1,1,2,1,0,101
1,4,3,1,337,200
1,28,2,1,216,275
1,71,29,327,363,244
1,11,2,1,0,180
1,16,1,1,2,250
1,2,500,1,362,75
1,7,20,1,0,142
0,21,3,1,294,65
1,27,1,1,248,399
0,6,2,2,102,69
1,15,2,1,0,95
1,43,29,327,357,110
1,8,181,1,188,155
0,87,1,10,112,70
1,1,30,2,283,350
0,15,30,4,354,40
0,81,1,3,0,180
1,30,1,1,0,50
1,19,5,1,13,140
0,49,7,1,0,60
1,3,3,1,0,95
0,23,1,1,352,120
1,11,2,1,0,195
0,6,30,3,365,65
1,21,5,1,2,120
0,13,1,1,157,65
2,1,1,1,365,80
1,12,2,1,4,205
0,43,15,1,0,75
0,20,3,3,0,65
1,1,3,49,200,737
0,15,3,1,125,47
0,79,1,1,0,60
0,12,3,1,13,80
0,15,30,2,137,55
0,12,2,2,277,75
1,27,2,1,5,275
1,12,1,1,0,125
0,6,2,4,314,85
2,73,1,1,90,48
0,117,3,1,49,35
0,193,1,2,163,95
0,7,1,1,0,90
1,11,3,1,0,315
1,21,3,1,0,41
0,6,3,1,0,50
1,68,3,1,70,155
0,64,3,1,0,70
0,44,30,23,325,34
0,2,3,1,70,80
0,23,3,5,270,69
1,43,90,232,281,306
0,28,3,2,251,82
1,8,2,1,0,250
1,6,3,4,324,90
1,30,2,1,0,80
1,13,2,1,0,150
0,24,7,1,125,50
0,19,15,1,0,110
0,21,1,8,177,51
0,30,15,1,8,50
1,28,2,1,317,161
0,28,6,1,0,100
0,6,30,27,358,42
0,183,2,2,65,49
1,36,8,1,85,119
1,56,2,1,20,50
1,26,1,1,0,170
1,21,1,2,336,175
1,14,5,1,46,245
1,37,7,1,268,100
0,56,1,5,138,109
0,8,2,1,0,160
0,15,1,1,58,115
0,12,2,1,0,90
1,43,90,232,115,332
1,28,30,5,126,133
1,27,4,1,31,355
1,7,1,1,0,800
1,21,7,3,204,135
1,22,2,1,0,100
1,1,28,49,234,675
1,11,1,8,2,89
1,1,2,1,0,600
1,4,3,2,27,350
0,33,3,1,67,95
1,44,5,1,0,90
0,39,1,2,0,49
0,4,2,4,12,75
1,71,3,1,83,175
1,17,30,1,0,52
1,28,10,1,0,100
1,49,2,1,0,125
1,43,2,327,338,229
1,15,7,3,161,80
1,188,2,1,107,99
0,6,5,1,0,65
0,98,1,1,333,49
1,8,4,1,2,200
0,35,1,2,151,40
0,66,5,5,362,40
1,43,1,1,0,275
0,6,1,1,173,47
0,12,2,2,74,100
1,23,3,1,16,105
1,7,1,1,360,930
1,25,3,1,0,130
1,8,2,1,2,125
0,85,2,2,262,45
0,6,7,1,0,47
1,95,4,4,51,120
1,6,7,1,0,140
1,20,1,4,214,349
1,25,30,1,83,180
0,21,1,1,93,30
1,14,2,1,10,195
0,49,3,1,0,50
0,4,2,4,48,60
0,14,3,1,8,225
0,12,5,1,7,70
0,7,10,1,174,85
1,31,3,1,293,275
1,16,3,1,0,275
0,147,3,1,362,50
0,5,4,2,364,132
1,64,3,2,0,150
1,11,2,1,40,235
0,15,4,7,303,65
1,43,3,1,0,139
1,21,3,2,0,140
1,5,30,39,188,200
0,17,14,1,174,50
1,56,5,1,260,140
1,21,5,1,0,65
2,22,30,7,365,28
1,20,2,1,71,125
0,6,1,2,242,48
0,37,1,6,126,75
2,162,2,6,330,25
1,21,4,1,355,300
0,21,3,2,0,60
2,162,1,6,365,37
1,12,30,7,108,120
1,124,2,1,356,120
2,21,30,14,341,35
0,6,7,1,14,67
1,23,2,1,0,130
1,6,4,1,76,140
0,4,240,1,280,45
0,3,3,1,0,75
1,7,30,91,0,185
1,16,3,1,35,245
1,6,3,1,66,99
0,12,2,2,78,90
1,1,1,2,0,200
1,19,1,1,353,230
2,87,60,1,0,27
1,7,2,1,335,239
0,54,6,1,311,43
2,82,1,4,1,50
0,76,3,2,79,35
1,3,3,1,0,93
1,12,4,1,306,122
1,14,2,1,363,248
1,2,3,1,0,76
0,12,10,3,0,40
2,26,2,3,365,39
0,81,2,1,179,110
1,45,4,1,0,120
0,2,3,1,0,46
0,4,1,2,0,80
0,6,2,7,294,49
0,12,3,1,0,50
1,12,2,1,209,385
0,12,3,1,344,150
1,26,7,1,32,175
1,79,7,1,11,200
0,30,2,1,208,50
1,56,7,1,143,119
1,21,4,1,0,220
1,7,7,1,5,180
1,37,7,3,174,250
0,8,20,2,64,105
0,15,3,1,0,70
0,25,1,1,288,89
0,2,1,1,0,70
1,15,2,2,344,168
1,8,31,3,316,200
0,2,2,1,99,25
1,11,2,2,0,700
0,3,1,2,343,55
0,1,1,8,321,300
0,6,1,1,0,150
2,25,5,5,90,35
0,52,2,1,0,95
0,19,1,1,0,100
1,28,1,1,0,150
0,99,2,1,0,50
0,27,6,1,0,45
0,6,2,1,72,275
0,2,7,1,365,100
1,19,5,1,344,240
0,25,1,8,298,89
1,23,2,1,0,150
0,54,1,5,0,48
1,11,2,1,0,264
0,80,2,2,132,40
0,21,1,1,364,75
0,24,1,10,239,65
0,7,3,1,31,65
1,11,10,1,90,225
0,67,3,1,363,199
1,19,30,1,0,125
1,28,1,4,0,180
1,1,2,1,206,189
0,22,2,1,0,75
1,79,3,1,38,195
0,90,1,1,337,35
1,21,3,1,0,154
1,6,7,1,0,175
1,4,5,2,303,120
1,12,2,1,3,265
1,3,3,1,365,160
0,9,20,1,188,90
0,11,2,1,35,120
0,26,12,2,41,78
0,28,1,1,0,115
1,0,5,1,34,49
1,11,30,1,343,199
1,19,4,1,0,225
0,7,3,4,365,143
1,5,30,50,344,175
0,6,7,1,0,133
0,12,1,1,291,145
1,28,3,1,0,170
0,15,2,2,156,82
1,52,3,1,0,200
1,28,1,1,0,190
0,103,1,2,322,55
1,6,5,2,77,119
0,97,1,3,21,80
0,6,3,1,0,50
1,19,15,1,332,129
0,19,4,1,52,125
0,81,2,1,292,42
1,34,3,1,0,240
1,12,1,1,0,105
1,7,30,121,331,369
1,5,30,50,364,150
1,1,4,1,0,270
1,9,2,1,3,100
1,29,2,1,239,105
1,1,1,3,267,399
1,2,7,1,3,75
0,53,3,1,1,125
0,13,1,1,0,47
0,37,1,4,49,60
0,18,29,37,31,35
0,71,1,7,0,100
0,144,3,10,68,79
0,99,3,1,0,65
1,2,30,1,0,100
1,105,2,1,6,42
0,106,3,2,54,35
1,15,3,3,97,400
1,8,5,1,220,349
0,20,7,1,157,50
1,15,1,1,306,85
1,3,5,3,365,650
1,117,1,1,126,120
0,55,3,3,154,55
1,82,1,1,0,67
1,30,2,1,300,150
1,70,2,1,196,169
0,28,1,1,20,125
1,19,4,1,141,250
1,19,3,1,0,170
0,6,12,3,281,45
1,34,2,4,363,349
1,21,2,1,192,129
0,8,1,1,0,180
0,3,5,1,0,40
0,15,1,1,0,55
1,152,3,3,0,105
1,31,1,1,13,50
0,15,1,7,319,75
0,23,2,2,139,325
1,4,5,1,326,149
1,2,5,3,288,300
1,6,2,1,0,120
0,4,2,1,365,65
1,6,2,1,174,97
1,27,2,1,267,350
1,7,7,1,0,180
1,26,1,1,0,100
1,23,2,1,87,120
0,9,1,2,76,130
0,2,1,4,137,65
1,5,29,327,329,192
0,37,1,1,82,39
0,22,3,2,0,95
0,64,1,8,0,94
0,39,5,4,280,69
1,28,2,1,33,170
1,134,30,1,89,150
0,6,14,2,0,60
0,30,3,1,0,50
0,12,3,1,0,150
0,4,3,1,0,150
0,103,3,1,88,44
1,8,2,1,176,125
1,19,3,1,0,133
0,26,2,1,312,355
0,12,1,1,0,70
0,45,1,2,143,109
1,22,30,1,268,64
1,12,15,1,35,300
0,6,15,3,251,60
0,30,1,1,316,60
0,12,1,1,0,84
1,7,7,1,147,175
0,159,1,1,0,35
0,8,3,1,0,55
1,64,2,1,54,425
0,21,2,1,0,50
0,94,1,18,355,135
0,21,3,2,0,50
1,3,1,11,365,4500
1,19,4,1,0,179
0,2,1,2,256,95
0,2,3,2,24,200
0,12,5,1,60,84
0,12,1,1,0,50
0,13,1,1,67,88
0,39,1,1,0,37
0,21,5,1,358,110
1,14,12,1,332,750
1,35,2,1,132,89
1,14,30,232,261,365
0,14,1,2,0,100
1,13,2,1,11,198
1,12,2,1,0,200
1,16,2,1,21,350
1,6,4,1,283,110
1,20,3,1,181,120
0,188,2,1,0,49
0,20,3,2,0,50
0,34,15,1,0,50
0,44,7,2,281,50
1,1,3,1,0,135
0,3,2,3,275,76
0,106,1,2,305,37
0,37,1,1,365,75
0,4,2,1,9,90
0,164,4,2,269,45
1,20,7,1,0,85
0,103,1,5,159,45
0,30,3,1,0,65
1,54,2,1,307,97
0,56,5,1,338,100
1,2,3,1,0,130
1,4,2,1,0,110
1,21,2,3,250,155
0,2,2,1,0,49
1,15,2,1,227,120
1,38,3,1,173,150
1,49,1,1,0,119
0,127,3,1,365,33
0,30,1,1,116,43
1,40,2,1,0,195
1,27,5,2,3,173
0,20,1,1,345,115
1,31,2,1,348,136
1,3,2,1,36,225
1,8,4,1,344,307
1,15,5,1,310,120
0,25,3,1,215,130
0,23,2,1,28,125
1,2,4,3,265,145
1,77,30,232,194,274
1,43,2,327,268,214
0,106,1,4,156,69
0,6,4,2,32,39
1,142,3,1,42,58
1,12,2,1,137,150
1,11,3,1,83,225
0,16,2,1,270,125
1,59,2,1,47,95
1,12,30,6,200,195
1,28,1,1,130,150
1,1,30,14,332,163
1,2,2,1,0,200
1,183,2,3,38,105
1,19,3,1,351,239
0,71,1,7,296,100
0,31,31,18,362,40
0,6,2,1,35,187
1,21,1,1,0,150
0,23,30,4,310,86
0,2,5,3,21,60
0,21,1,3,115,49
0,0,1,2,365,39
0,54,3,1,364,150
1,18,2,1,0,80
1,6,3,1,0,10
1,65,2,1,51,35
1,20,2,2,235,165
0,7,3,1,32,89
1,26,3,1,263,450
1,64,30,1,293,217
1,7,36,1,0,175
0,6,1,1,221,49
0,12,2,1,0,80
1,52,1,1,188,225
0,44,30,23,314,34
1,12,3,2,177,177
0,34,1,8,236,129
0,12,1,5,0,90
1,13,3,1,9,175
1,5,30,8,281,150
0,4,1,1,18,40
1,7,2,1,0,390
1,54,6,2,112,185
1,15,5,1,0,130
1,79,3,1,0,80
0,19,1,1,38,89
1,2,3,1,365,289
1,28,5,1,188,130
1,2,7,2,249,249
1,24,9,1,0,125
1,68,2,1,29,140
0,12,3,1,0,75
1,7,2,1,193,200
1,28,6,1,4,589
1,19,2,1,0,199
1,56,2,1,0,99
0,27,2,1,0,135
1,12,2,1,0,175
2,18,1,3,90,29
0,14,2,1,20,84
1,29,1,1,0,70
0,6,6,2,67,60
0,21,1,1,0,65
0,12,2,1,205,70
0,12,15,1,0,65
1,28,4,1,0,90
1,13,2,1,4,180
1,7,2,1,0,275
1,16,4,1,0,195
1,6,4,1,236,195
0,37,1,2,188,50
1,12,3,1,67,200
1,8,30,96,311,400
0,84,3,1,89,65
0,12,5,3,0,89
1,87,2,1,0,52
0,23,1,1,0,125
0,2,4,2,15,89
1,1,6,1,0,225
1,11,2,1,5,265
1,13,6,1,9,275
1,32,2,1,0,130
0,56,5,1,179,49
1,19,4,1,0,180
0,21,2,1,0,50
1,14,3,1,281,330
1,19,2,1,11,131
0,21,14,1,0,40
1,30,4,1,8,85
2,7,1,7,365,77
2,1,2,1,0,60
2,56,2,2,38,45
0,12,21,2,14,100
0,81,29,7,35,32
1,1,3,4,319,239
1,19,2,1,0,250
0,46,1,18,365,135
1,2,2,1,333,179
0,29,1,1,0,74
0,8,1,1,0,70
0,2,2,1,0,65
1,85,3,1,3,47
0,34,1,3,333,51
0,12,5,1,38,80
1,1,14,1,317,99
0,37,1,4,347,63
1,19,7,1,24,150
0,19,1,1,0,85
1,54,1,1,19,63
0,43,3,1,26,119
0,8,2,3,0,90
0,6,4,1,0,55
1,193,2,1,0,100
1,19,4,1,0,175
0,21,1,1,0,55
0,37,2,4,174,50
1,28,7,1,31,400
1,117,3,1,0,75
1,212,1,1,291,138
0,22,2,1,324,86
1,53,30,11,332,130
2,8,1,1,331,60
1,14,2,1,0,250
1,2,1,1,0,65
0,37,1,5,48,49
1,153,1,1,346,207
0,12,1,2,20,100
0,44,1,1,0,100
0,12,7,1,324,75
1,15,4,1,0,220
1,22,1,1,64,71
0,44,3,1,68,89
1,25,4,1,39,149
0,19,2,2,0,100
0,2,3,1,0,65
1,4,24,2,181,57
1,53,14,1,14,90
1,1,1,1,22,180
1,11,20,1,0,450
1,20,1,1,177,225
1,30,1,1,35,80
1,20,30,52,311,129
1,19,30,232,323,271
1,12,30,2,151,100
0,21,1,2,22,80
1,157,5,2,0,39
0,12,1,1,0,90
1,68,3,1,67,176
1,12,2,1,239,300
1,14,2,1,149,290
1,7,30,23,0,229
0,7,12,1,31,130
0,8,1,2,261,90
0,6,30,4,79,50
0,56,1,1,322,99
0,10,14,1,0,65
0,28,3,3,332,90
1,7,4,1,42,172
2,12,1,1,0,45
0,21,5,1,0,64
1,6,30,1,189,130
1,20,1,33,364,189
0,12,4,1,0,100
1,15,3,1,0,70
1,6,2,1,315,108
0,2,7,1,0,43
0,12,5,1,0,60
1,3,4,4,0,395
1,1,6,1,89,200
1,19,2,3,264,250
1,21,3,1,59,150
1,11,7,1,8,165
0,83,1,1,1,55
0,30,2,1,0,75
0,21,2,4,179,48
1,19,2,1,0,175
2,21,2,1,192,34
2,12,3,2,88,52
1,32,20,1,23,88
1,25,2,1,0,155
